A.C.A.A	A.C.A.C	A.C.A.G	A.C.A.T	A.C.G.A	A.C.G.C	A.C.G.G	A.C.G.T	A.C.T.A	A.C.T.C	A.C.T.G	A.C.T.T	A.T.A.A	A.T.A.C	A.T.A.G	A.T.A.T	A.T.C.A	A.T.C.C	A.T.C.G	A.T.C.T	A.T.G.A	A.T.G.C	A.T.G.G	A.T.G.T	C.C.A.A	C.C.A.C	C.C.A.G	C.C.A.T	C.C.G.A	C.C.G.C	C.C.G.G	C.C.G.T	C.C.T.A	C.C.T.C	C.C.T.G	C.C.T.T	C.T.A.A	C.T.A.C	C.T.A.G	C.T.A.T	C.T.C.A	C.T.C.C	C.T.C.G	C.T.C.T	C.T.G.A	C.T.G.C	C.T.G.G	C.T.G.T	G.C.A.A	G.C.A.C	G.C.A.G	G.C.A.T	G.C.G.A	G.C.G.C	G.C.G.G	G.C.G.T	G.C.T.A	G.C.T.C	G.C.T.G	G.C.T.T	G.T.A.A	G.T.A.C	G.T.A.G	G.T.A.T	G.T.C.A	G.T.C.C	G.T.C.G	G.T.C.T	G.T.G.A	G.T.G.C	G.T.G.G	G.T.G.T	T.C.A.A	T.C.A.C	T.C.A.G	T.C.A.T	T.C.G.A	T.C.G.C	T.C.G.G	T.C.G.T	T.C.T.A	T.C.T.C	T.C.T.G	T.C.T.T	T.T.A.A	T.T.A.C	T.T.A.G	T.T.A.T	T.T.C.A	T.T.C.C	T.T.C.G	T.T.C.T	T.T.G.A	T.T.G.C	T.T.G.G	T.T.G.T	virus	type
Human_alphaherpesvirus_2_96N9.N8	0.00847457627118644	0.0254237288135593	0	0	0	0	0	0.00847457627118644	0	0	0.0169491525423729	0	0.00847457627118644	0.00847457627118644	0	0.00847457627118644	0	0.0254237288135593	0.0338983050847458	0	0	0	0.00847457627118644	0	0.00847457627118644	0.0338983050847458	0.0169491525423729	0.0169491525423729	0.00847457627118644	0.00847457627118644	0.00847457627118644	0	0	0.0423728813559322	0.0254237288135593	0.0169491525423729	0	0	0	0	0.0169491525423729	0.00847457627118644	0.0254237288135593	0.0169491525423729	0.0423728813559322	0	0	0	0	0.00847457627118644	0.0423728813559322	0	0.0338983050847458	0.076271186440678	0.0338983050847458	0	0	0.0254237288135593	0.0254237288135593	0.00847457627118644	0	0	0	0	0	0.0508474576271186	0.0847457627118644	0.0169491525423729	0	0	0.0169491525423729	0	0	0.00847457627118644	0	0	0	0	0	0	0.00847457627118644	0.0169491525423729	0	0	0.00847457627118644	0	0	0	0.0169491525423729	0	0.0508474576271186	0.00847457627118644	0	0	0.00847457627118644	0	Human_alphaherpesvirus_2_96	Human_alphaherpesvirus_2_96N9.N8
Human_alphaherpesvirus_3_96N15.N16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909090909090909	0.0227272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227272727272727	0.386363636363636	0.0227272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0454545454545455	0	0.136363636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.0227272727272727	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N15.N16.2
Human_alphaherpesvirus_3_96N2.N3.1	0	0	0	0	0	0	0	0	0	0.0217391304347826	0	0.0434782608695652	0.0217391304347826	0	0	0	0.0217391304347826	0	0.0434782608695652	0	0	0	0.0217391304347826	0.0217391304347826	0.0217391304347826	0	0.0869565217391304	0	0	0	0	0	0.0434782608695652	0	0.0217391304347826	0.0434782608695652	0	0	0	0	0	0.0217391304347826	0.0652173913043478	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217391304347826	0.0217391304347826	0.0217391304347826	0	0	0	0	0	0	0	0.0869565217391304	0.0652173913043478	0	0	0.0217391304347826	0.0652173913043478	0	0	0.0217391304347826	0	0	0	0	0	0	0.0217391304347826	0.0217391304347826	0	0	0	0	0	0.0652173913043478	0	0.0434782608695652	0.0217391304347826	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N2.N3.1
Human_alphaherpesvirus_3_96N2.N40	0	0.0212765957446809	0	0	0	0	0.0212765957446809	0	0.0851063829787234	0	0.0638297872340425	0	0	0	0	0	0	0	0.0638297872340425	0.0425531914893617	0	0	0	0.0212765957446809	0	0.0212765957446809	0	0	0	0	0	0	0	0.0212765957446809	0.0212765957446809	0	0	0	0	0	0	0	0	0	0	0.0212765957446809	0.0425531914893617	0	0	0	0	0	0	0	0	0	0.0425531914893617	0.0212765957446809	0.0638297872340425	0.0425531914893617	0.0212765957446809	0	0	0	0.0638297872340425	0	0.0212765957446809	0.0212765957446809	0	0.0212765957446809	0	0	0	0	0	0	0.0212765957446809	0	0	0	0.0425531914893617	0.0212765957446809	0.0638297872340425	0	0	0	0.0212765957446809	0	0	0.0425531914893617	0.0212765957446809	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N2.N40
Human_alphaherpesvirus_3_96N26.N28	0	0	0	0.0192307692307692	0	0	0	0	0	0	0	0	0	0	0	0	0.0192307692307692	0	0.0192307692307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.596153846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0576923076923077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211538461538462	0.0769230769230769	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N26.N28
Human_alphaherpesvirus_3_96N28.S50	0	0	0	0	0	0	0.00613496932515337	0	0	0	0	0	0	0	0	0	0.00613496932515337	0	0.196319018404908	0	0.00613496932515337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0184049079754601	0.0184049079754601	0.337423312883436	0.0245398773006135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00613496932515337	0	0	0	0.0245398773006135	0	0.0613496932515337	0.00613496932515337	0	0.00613496932515337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0552147239263804	0	0.153374233128834	0.0736196319018405	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N28.S50
Human_alphaherpesvirus_3_96N36.S52	0.0222222222222222	0	0	0.0222222222222222	0	0	0	0	0	0	0.0444444444444444	0	0	0	0	0	0.0222222222222222	0.0222222222222222	0.0222222222222222	0.0222222222222222	0	0	0	0	0	0	0.0222222222222222	0	0.0222222222222222	0	0	0	0.0444444444444444	0.0444444444444444	0.0222222222222222	0.0222222222222222	0	0	0	0	0	0	0	0	0	0	0.0666666666666667	0	0.0222222222222222	0.0222222222222222	0.0222222222222222	0.0666666666666667	0	0	0	0	0	0	0.0444444444444444	0.0222222222222222	0	0	0.0222222222222222	0	0	0	0	0.0222222222222222	0.0222222222222222	0	0.0444444444444444	0	0.0222222222222222	0.0444444444444444	0.0222222222222222	0	0	0	0	0	0.0222222222222222	0.0222222222222222	0.0222222222222222	0.0222222222222222	0	0.0222222222222222	0	0	0	0	0	0.0444444444444444	0	0	0	0.0222222222222222	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N36.S52
Human_alphaherpesvirus_3_96N38.S56	0	0	0	0	0	0	0	0	0.03125	0	0.03125	0.03125	0	0	0	0	0.0625	0.03125	0	0.0625	0	0.03125	0	0.03125	0	0	0	0	0	0	0	0	0.03125	0	0	0	0	0	0	0	0	0	0.03125	0	0	0	0.03125	0	0	0.03125	0	0	0	0	0	0	0	0.03125	0	0	0	0	0	0	0	0	0.03125	0	0	0	0.0625	0.0625	0	0	0	0	0	0	0	0	0.0625	0.0625	0	0.1875	0	0	0	0	0	0	0	0	0	0.03125	0.03125	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N38.S56
Human_alphaherpesvirus_3_96N39.S57	0	0	0	0.0188679245283019	0	0	0.0188679245283019	0	0	0	0	0	0	0	0	0	0	0	0.0566037735849057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0188679245283019	0	0.69811320754717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0377358490566038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0943396226415094	0.0566037735849057	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N39.S57
Human_alphaherpesvirus_3_96N45.N46	0	0	0	0	0	0	0	0	0.0307692307692308	0.0307692307692308	0.0615384615384615	0.0153846153846154	0	0	0.0153846153846154	0.0153846153846154	0	0.0153846153846154	0.123076923076923	0.0153846153846154	0	0	0.0153846153846154	0	0	0.0307692307692308	0.0307692307692308	0	0	0	0	0	0.0153846153846154	0.0461538461538462	0.0153846153846154	0.0307692307692308	0	0	0	0	0	0	0.0153846153846154	0.0153846153846154	0.0153846153846154	0.0153846153846154	0.0153846153846154	0.0153846153846154	0	0	0	0	0	0	0	0	0.0307692307692308	0	0.0615384615384615	0	0.0153846153846154	0	0	0	0.0153846153846154	0.0307692307692308	0.0307692307692308	0.0153846153846154	0	0	0	0.0153846153846154	0	0	0	0.0153846153846154	0.0153846153846154	0	0	0	0.0153846153846154	0.0307692307692308	0.0461538461538462	0	0	0.0307692307692308	0	0	0	0	0.0153846153846154	0	0	0	0	0.0153846153846154	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N45.N46
Human_alphaherpesvirus_3_96N58.N70	0	0	0	0.0238095238095238	0	0	0.0476190476190476	0	0.0476190476190476	0	0.0238095238095238	0	0	0	0	0	0	0	0	0.0238095238095238	0	0.0238095238095238	0	0	0	0	0.0238095238095238	0.0238095238095238	0	0	0	0	0	0.0238095238095238	0.0238095238095238	0.0714285714285714	0	0	0	0	0.0238095238095238	0	0.0476190476190476	0	0	0	0.0238095238095238	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0.0476190476190476	0	0	0	0	0	0	0.0238095238095238	0.0238095238095238	0.0238095238095238	0	0	0.0238095238095238	0.0714285714285714	0	0	0	0	0	0	0	0	0.0714285714285714	0	0.0476190476190476	0.0476190476190476	0	0	0.0238095238095238	0	0.0238095238095238	0	0.0238095238095238	0.0238095238095238	0	0	0.0238095238095238	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N58.N70
Human_alphaherpesvirus_3_96N59.S1	0.0113636363636364	0.0113636363636364	0	0	0	0	0	0	0.0113636363636364	0	0.0340909090909091	0.0113636363636364	0	0	0	0	0.0113636363636364	0.0113636363636364	0.0681818181818182	0.0454545454545455	0.0113636363636364	0	0.0113636363636364	0.0113636363636364	0.0113636363636364	0	0.0340909090909091	0.0227272727272727	0	0	0	0.0113636363636364	0	0	0.0227272727272727	0.0227272727272727	0	0.0113636363636364	0	0	0.0113636363636364	0.0113636363636364	0.0454545454545455	0.0113636363636364	0.0454545454545455	0	0.0227272727272727	0	0	0	0	0	0	0	0	0	0.0227272727272727	0	0.0568181818181818	0	0.0113636363636364	0	0	0	0.0227272727272727	0.0113636363636364	0.0568181818181818	0.0113636363636364	0.0113636363636364	0	0	0	0	0	0	0.0227272727272727	0	0	0	0	0.0340909090909091	0.0227272727272727	0.0454545454545455	0.0113636363636364	0	0	0	0	0.0227272727272727	0.0340909090909091	0.0340909090909091	0.0113636363636364	0.0113636363636364	0.0113636363636364	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N59.S1
Human_alphaherpesvirus_3_96N60.N68	0.0434782608695652	0	0	0	0	0	0	0	0	0.0217391304347826	0.0434782608695652	0	0	0	0	0	0	0	0.0217391304347826	0	0	0	0.0217391304347826	0.0217391304347826	0.0217391304347826	0	0.0434782608695652	0	0	0	0	0	0	0	0.0652173913043478	0.0217391304347826	0	0	0	0	0.0217391304347826	0	0.0869565217391304	0	0.0217391304347826	0.0217391304347826	0	0	0	0	0.0434782608695652	0.0217391304347826	0	0	0	0	0.0217391304347826	0	0.0217391304347826	0.0217391304347826	0	0	0	0	0	0.0217391304347826	0.0217391304347826	0.0434782608695652	0	0	0	0.0434782608695652	0	0	0	0	0	0	0	0	0	0	0.0217391304347826	0.0434782608695652	0	0.0217391304347826	0	0	0.0434782608695652	0	0.0217391304347826	0.0434782608695652	0.0434782608695652	0	0	0.0217391304347826	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N60.N68
Human_alphaherpesvirus_3_96N61.S39	0	0.0263157894736842	0.0263157894736842	0	0	0	0.0526315789473684	0	0.0263157894736842	0	0.0263157894736842	0	0	0	0	0	0.0263157894736842	0	0.0263157894736842	0	0	0.0263157894736842	0.0263157894736842	0	0.0526315789473684	0	0	0	0	0	0.0263157894736842	0	0	0	0.0263157894736842	0	0	0	0	0	0.0263157894736842	0	0	0.0526315789473684	0	0	0	0	0.0263157894736842	0.0263157894736842	0	0.0263157894736842	0	0	0	0	0.0526315789473684	0	0.0789473684210526	0.0526315789473684	0.0263157894736842	0	0	0	0.0526315789473684	0	0	0	0	0.0526315789473684	0	0.0789473684210526	0	0	0	0	0	0	0	0	0	0	0.0263157894736842	0	0	0	0	0	0.0263157894736842	0	0.0263157894736842	0	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N61.S39
Human_alphaherpesvirus_3_96N62.S40	0	0	0	0	0	0	0	0	0	0	0.0434782608695652	0.0217391304347826	0	0	0	0.0434782608695652	0.0434782608695652	0	0	0	0	0.0434782608695652	0.0217391304347826	0.0434782608695652	0	0	0.0217391304347826	0.0217391304347826	0	0	0.0434782608695652	0	0	0.0217391304347826	0.0434782608695652	0.0217391304347826	0	0	0	0	0	0.0217391304347826	0	0	0	0.0217391304347826	0.0217391304347826	0	0	0	0.0217391304347826	0	0	0	0	0	0.0434782608695652	0	0.0217391304347826	0	0	0.0217391304347826	0	0	0.0217391304347826	0.0217391304347826	0.0434782608695652	0	0	0.0217391304347826	0	0.0217391304347826	0.0434782608695652	0	0	0	0	0	0	0	0.0434782608695652	0.0217391304347826	0.0217391304347826	0.0652173913043478	0	0	0	0	0.0217391304347826	0	0	0.0434782608695652	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N62.S40
Human_alphaherpesvirus_3_96N66.S41	0	0	0.0169491525423729	0	0	0	0	0	0.0169491525423729	0	0	0	0	0	0	0	0.0169491525423729	0.0169491525423729	0.0508474576271186	0	0	0	0	0	0	0	0.0169491525423729	0	0	0	0	0	0	0.0169491525423729	0	0.0169491525423729	0.0169491525423729	0	0	0	0.0169491525423729	0.0338983050847458	0.23728813559322	0	0.0169491525423729	0	0	0	0	0	0	0	0	0	0	0	0.0338983050847458	0	0	0.0169491525423729	0	0	0	0	0	0	0.0508474576271186	0	0.0169491525423729	0.0338983050847458	0	0	0	0	0	0	0	0	0	0	0.0169491525423729	0	0.0169491525423729	0	0	0	0	0	0.0508474576271186	0.0169491525423729	0.11864406779661	0.135593220338983	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N66.S41
Human_alphaherpesvirus_3_96N68.S47	0	0.0192307692307692	0.0192307692307692	0	0	0	0	0	0.0384615384615385	0.0192307692307692	0.0576923076923077	0.0576923076923077	0	0	0	0	0.0769230769230769	0	0.0769230769230769	0	0.0192307692307692	0	0	0.0384615384615385	0	0.0192307692307692	0.0384615384615385	0.0192307692307692	0	0	0	0	0	0	0	0.0384615384615385	0	0	0	0	0	0.0384615384615385	0	0.0384615384615385	0	0	0	0.0192307692307692	0	0	0	0	0	0	0	0	0.0192307692307692	0.0192307692307692	0.0576923076923077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0192307692307692	0	0.0192307692307692	0	0	0	0	0.0576923076923077	0.0192307692307692	0.0384615384615385	0	0	0	0	0	0.0192307692307692	0	0.0192307692307692	0.0384615384615385	0	0	0.0192307692307692	0.0192307692307692	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N68.S47
Human_alphaherpesvirus_3_96N72.S9	0	0	0	0	0	0	0	0	0.0303030303030303	0	0.0303030303030303	0	0	0	0	0	0.0606060606060606	0.0303030303030303	0	0.0303030303030303	0	0.0303030303030303	0.0303030303030303	0.0303030303030303	0.0303030303030303	0	0.0303030303030303	0.0303030303030303	0	0	0.0606060606060606	0	0	0	0	0.0303030303030303	0	0	0	0	0.0303030303030303	0	0.0303030303030303	0	0	0.0303030303030303	0.0606060606060606	0	0	0.0303030303030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0606060606060606	0	0.0303030303030303	0	0	0	0	0	0	0	0	0	0.0303030303030303	0	0.0303030303030303	0.0303030303030303	0	0	0	0	0.0303030303030303	0.0303030303030303	0.0303030303030303	0.0303030303030303	0	0	0.0303030303030303	0.0303030303030303	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N72.S9
Human_alphaherpesvirus_3_96N73.S23	0	0	0	0	0	0	0	0	0.0263157894736842	0	0	0.0789473684210526	0	0	0	0	0.0263157894736842	0.0263157894736842	0.0263157894736842	0.0526315789473684	0	0	0	0	0	0	0.0263157894736842	0	0	0	0.0526315789473684	0	0	0	0	0.0263157894736842	0	0	0	0	0.0263157894736842	0.0526315789473684	0.105263157894737	0.0263157894736842	0	0	0.0263157894736842	0	0	0	0.0263157894736842	0	0	0	0.0263157894736842	0	0	0	0.105263157894737	0.0263157894736842	0	0	0	0	0	0	0	0.0263157894736842	0	0	0.0263157894736842	0	0	0	0	0	0	0	0	0	0	0	0.0526315789473684	0.0526315789473684	0	0.0263157894736842	0	0.0263157894736842	0	0	0	0.0263157894736842	0	0	0	0	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N73.S23
Human_alphaherpesvirus_3_96N78.S8	0.0128205128205128	0	0	0.0256410256410256	0	0	0	0	0	0	0.0128205128205128	0.0256410256410256	0	0	0.0128205128205128	0.0128205128205128	0.0128205128205128	0	0	0.0128205128205128	0.0128205128205128	0.0128205128205128	0.0128205128205128	0	0.0128205128205128	0	0.0384615384615385	0	0.0128205128205128	0	0	0	0.0128205128205128	0	0	0	0.0256410256410256	0.0256410256410256	0	0	0	0	0	0.0128205128205128	0	0.0512820512820513	0.0256410256410256	0.0256410256410256	0	0	0.0128205128205128	0.0128205128205128	0	0.0256410256410256	0.0128205128205128	0	0	0	0.0128205128205128	0	0	0	0.0512820512820513	0.0512820512820513	0	0.0128205128205128	0	0	0.0128205128205128	0.0256410256410256	0.0769230769230769	0.0128205128205128	0.0256410256410256	0.0256410256410256	0.0256410256410256	0	0.0128205128205128	0.0128205128205128	0	0.0128205128205128	0	0	0.0128205128205128	0	0.0128205128205128	0	0	0.0384615384615385	0	0	0.0128205128205128	0.0384615384615385	0	0.0256410256410256	0	0.0128205128205128	Human_alphaherpesvirus_3_96	Human_alphaherpesvirus_3_96N78.S8
Lumpy_skin_disease_96N18.N19	0.012987012987013	0	0	0	0	0	0	0	0.0779220779220779	0	0.012987012987013	0	0	0.012987012987013	0	0	0.0909090909090909	0.025974025974026	0.0649350649350649	0.012987012987013	0	0	0.012987012987013	0	0	0	0.012987012987013	0	0	0	0	0	0.012987012987013	0	0.038961038961039	0	0	0.025974025974026	0	0	0.025974025974026	0	0	0.038961038961039	0	0	0	0.012987012987013	0.012987012987013	0.025974025974026	0	0.012987012987013	0	0	0	0	0.025974025974026	0	0.012987012987013	0.012987012987013	0.012987012987013	0	0	0	0	0	0.025974025974026	0.025974025974026	0	0	0	0.012987012987013	0	0.012987012987013	0.025974025974026	0	0.012987012987013	0	0	0	0.038961038961039	0.012987012987013	0.038961038961039	0.0779220779220779	0	0	0	0	0	0	0.0649350649350649	0.025974025974026	0.012987012987013	0	0	0	Lumpy_skin_disease_96	Lumpy_skin_disease_96N18.N19
Lumpy_skin_disease_96N19.N20.3	0.0204081632653061	0	0.0204081632653061	0	0.0204081632653061	0	0	0	0.122448979591837	0.0408163265306122	0.0408163265306122	0.102040816326531	0	0	0	0	0.0204081632653061	0	0.0408163265306122	0.0612244897959184	0	0	0	0	0.0204081632653061	0	0	0	0	0	0	0	0.0204081632653061	0	0.0204081632653061	0.0204081632653061	0	0	0	0	0	0	0	0.0204081632653061	0	0	0.0204081632653061	0	0	0	0.0204081632653061	0	0	0	0	0	0	0	0.0816326530612245	0	0.0204081632653061	0	0.0204081632653061	0	0	0.0408163265306122	0.0204081632653061	0.0204081632653061	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204081632653061	0.0204081632653061	0.0204081632653061	0	0	0.0204081632653061	0.0204081632653061	0.0408163265306122	0	0.0204081632653061	0	0	0	0	0	Lumpy_skin_disease_96	Lumpy_skin_disease_96N19.N20.3
Lumpy_skin_disease_96N19.N36	0	0	0.0153846153846154	0	0	0	0	0	0.0538461538461538	0.00769230769230769	0.0230769230769231	0.00769230769230769	0	0	0	0.0153846153846154	0.0307692307692308	0.0230769230769231	0.0384615384615385	0.0307692307692308	0	0	0.00769230769230769	0	0.0153846153846154	0	0	0.00769230769230769	0	0	0	0	0.0384615384615385	0.00769230769230769	0.0307692307692308	0	0.00769230769230769	0	0.0230769230769231	0	0.0153846153846154	0	0.0153846153846154	0.0230769230769231	0.0230769230769231	0.00769230769230769	0.00769230769230769	0	0	0	0	0	0	0	0	0	0.0307692307692308	0.0307692307692308	0.0461538461538462	0.0153846153846154	0	0.00769230769230769	0	0	0.0307692307692308	0.0230769230769231	0.0461538461538462	0.0307692307692308	0.00769230769230769	0	0	0	0	0	0.00769230769230769	0	0	0	0	0	0.0384615384615385	0	0.0384615384615385	0.0307692307692308	0	0	0	0.00769230769230769	0.0230769230769231	0.00769230769230769	0.0769230769230769	0.0230769230769231	0	0	0	0	Lumpy_skin_disease_96	Lumpy_skin_disease_96N19.N36
Lumpy_skin_disease_96N20.N21.1	0	0	0.0166666666666667	0	0	0	0	0	0.0333333333333333	0.0166666666666667	0.0666666666666667	0.0166666666666667	0	0	0	0	0.0333333333333333	0.0333333333333333	0	0.0166666666666667	0	0	0	0	0	0	0	0	0	0	0.0166666666666667	0	0.0166666666666667	0.0166666666666667	0.0166666666666667	0.0333333333333333	0	0	0	0.0166666666666667	0.0333333333333333	0	0.0166666666666667	0.0333333333333333	0	0	0	0	0	0	0.0333333333333333	0	0	0	0	0	0.0333333333333333	0	0.0833333333333333	0.0166666666666667	0.0166666666666667	0	0	0	0	0.0333333333333333	0.05	0.0166666666666667	0	0	0.0166666666666667	0.0166666666666667	0.0166666666666667	0	0	0	0	0	0	0	0.0166666666666667	0	0.0666666666666667	0.0166666666666667	0	0	0	0	0.1	0.0166666666666667	0.0166666666666667	0	0	0	0	0	Lumpy_skin_disease_96	Lumpy_skin_disease_96N20.N21.1
Lumpy_skin_disease_96N20.S32	0	0	0.0142857142857143	0	0	0	0.0142857142857143	0	0.0571428571428571	0	0.0428571428571429	0.0142857142857143	0	0.0142857142857143	0	0	0.0285714285714286	0.0142857142857143	0	0.0571428571428571	0	0	0	0	0	0	0.0142857142857143	0	0	0	0	0	0.0142857142857143	0	0.0142857142857143	0	0	0	0.0285714285714286	0	0	0	0.0142857142857143	0	0	0	0.0142857142857143	0	0	0	0	0	0	0	0	0	0.0571428571428571	0.0285714285714286	0.0428571428571429	0.0571428571428571	0	0.0142857142857143	0	0	0.0285714285714286	0.0142857142857143	0.0428571428571429	0.0142857142857143	0	0	0	0	0	0.0142857142857143	0.0142857142857143	0	0	0	0	0	0.0428571428571429	0	0.0857142857142857	0.0714285714285714	0	0	0	0.0142857142857143	0.0142857142857143	0	0.0428571428571429	0.0428571428571429	0	0	0	0	Lumpy_skin_disease_96	Lumpy_skin_disease_96N20.S32
Lumpy_skin_disease_96N21.N22	0	0.0087719298245614	0	0	0	0	0.0087719298245614	0	0.0789473684210526	0.0263157894736842	0.043859649122807	0.0526315789473684	0	0.0087719298245614	0	0.0087719298245614	0.0526315789473684	0.0087719298245614	0.0526315789473684	0.0526315789473684	0	0	0	0.0087719298245614	0	0	0	0.0087719298245614	0	0	0	0	0.0087719298245614	0	0.0175438596491228	0.0175438596491228	0	0.0087719298245614	0	0	0.0175438596491228	0	0.0087719298245614	0.0175438596491228	0.0087719298245614	0.0087719298245614	0.0087719298245614	0.0175438596491228	0	0	0	0	0	0	0	0	0.0175438596491228	0	0.0263157894736842	0.0087719298245614	0	0	0	0.0087719298245614	0.0263157894736842	0.0087719298245614	0.0175438596491228	0.0350877192982456	0	0.0087719298245614	0	0	0	0.0087719298245614	0	0	0	0	0	0	0.0526315789473684	0	0.0789473684210526	0.043859649122807	0	0.0175438596491228	0.0087719298245614	0	0.0175438596491228	0.0087719298245614	0.0087719298245614	0.0350877192982456	0	0	0	0	Lumpy_skin_disease_96	Lumpy_skin_disease_96N21.N22
Lumpy_skin_disease_96N21.N35	0	0	0	0	0	0	0	0	0.0317460317460317	0.0158730158730159	0.0793650793650794	0	0	0	0	0.0158730158730159	0.0317460317460317	0.0158730158730159	0.0317460317460317	0	0	0	0.0158730158730159	0	0.0158730158730159	0	0	0.0158730158730159	0	0	0	0	0	0	0.0158730158730159	0	0	0	0	0	0	0	0.0634920634920635	0.0158730158730159	0.0634920634920635	0	0	0	0.0317460317460317	0	0.0158730158730159	0	0	0	0	0	0.0317460317460317	0.0317460317460317	0	0.0158730158730159	0	0	0	0	0.0634920634920635	0	0.0158730158730159	0.0158730158730159	0.0158730158730159	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0.0634920634920635	0.0158730158730159	0	0	0	0	0.0158730158730159	0.0158730158730159	0.111111111111111	0.0634920634920635	0	0	0	0	Lumpy_skin_disease_96	Lumpy_skin_disease_96N21.N35
Lumpy_skin_disease_96N36.N37	0	0	0.00591715976331361	0	0	0.00591715976331361	0	0	0.0473372781065089	0.0177514792899408	0.0414201183431953	0.0118343195266272	0	0	0	0	0.029585798816568	0.00591715976331361	0.0355029585798817	0.0177514792899408	0	0.0118343195266272	0.0118343195266272	0	0	0	0.00591715976331361	0	0	0.00591715976331361	0	0	0.0177514792899408	0	0.00591715976331361	0.0236686390532544	0	0.0118343195266272	0	0.00591715976331361	0.0118343195266272	0	0.0414201183431953	0	0.0177514792899408	0.00591715976331361	0	0.00591715976331361	0.00591715976331361	0	0.00591715976331361	0	0	0	0	0	0.0414201183431953	0.00591715976331361	0.0355029585798817	0.0355029585798817	0	0.00591715976331361	0.0118343195266272	0	0.0355029585798817	0	0.0414201183431953	0.0118343195266272	0.00591715976331361	0.00591715976331361	0	0	0.00591715976331361	0.00591715976331361	0.00591715976331361	0	0.00591715976331361	0	0	0	0.029585798816568	0.00591715976331361	0.0769230769230769	0.0177514792899408	0.0118343195266272	0	0	0	0.029585798816568	0.0236686390532544	0.0532544378698225	0.0650887573964497	0	0.00591715976331361	0	0.00591715976331361	Lumpy_skin_disease_96	Lumpy_skin_disease_96N36.N37
Lumpy_skin_disease_96N36.S16	0	0	0	0	0	0	0	0	0.025	0.025	0.05	0.05	0	0	0	0.025	0.025	0.025	0.025	0.05	0	0	0	0.025	0	0	0	0	0	0	0.025	0	0	0	0.025	0.025	0.025	0.025	0	0.025	0	0	0.025	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0.025	0	0.05	0.025	0.025	0	0	0	0.025	0.05	0.05	0	0	0	0	0.025	0.025	0	0	0	0	0	0	0	0.025	0	0.1	0	0	0	0	0	0.025	0	0.025	0	0	0	0	0	Lumpy_skin_disease_96	Lumpy_skin_disease_96N36.S16
