A.C.A.A	A.C.A.C	A.C.A.G	A.C.A.T	A.C.G.A	A.C.G.C	A.C.G.G	A.C.G.T	A.C.T.A	A.C.T.C	A.C.T.G	A.C.T.T	A.T.A.A	A.T.A.C	A.T.A.G	A.T.A.T	A.T.C.A	A.T.C.C	A.T.C.G	A.T.C.T	A.T.G.A	A.T.G.C	A.T.G.G	A.T.G.T	C.C.A.A	C.C.A.C	C.C.A.G	C.C.A.T	C.C.G.A	C.C.G.C	C.C.G.G	C.C.G.T	C.C.T.A	C.C.T.C	C.C.T.G	C.C.T.T	C.T.A.A	C.T.A.C	C.T.A.G	C.T.A.T	C.T.C.A	C.T.C.C	C.T.C.G	C.T.C.T	C.T.G.A	C.T.G.C	C.T.G.G	C.T.G.T	G.C.A.A	G.C.A.C	G.C.A.G	G.C.A.T	G.C.G.A	G.C.G.C	G.C.G.G	G.C.G.T	G.C.T.A	G.C.T.C	G.C.T.G	G.C.T.T	G.T.A.A	G.T.A.C	G.T.A.G	G.T.A.T	G.T.C.A	G.T.C.C	G.T.C.G	G.T.C.T	G.T.G.A	G.T.G.C	G.T.G.G	G.T.G.T	T.C.A.A	T.C.A.C	T.C.A.G	T.C.A.T	T.C.G.A	T.C.G.C	T.C.G.G	T.C.G.T	T.C.T.A	T.C.T.C	T.C.T.G	T.C.T.T	T.T.A.A	T.T.A.C	T.T.A.G	T.T.A.T	T.T.C.A	T.T.C.C	T.T.C.G	T.T.C.T	T.T.G.A	T.T.G.C	T.T.G.G	T.T.G.T	virus	type
Orthopox_96N126.N127	0	0	0	0	0	0	0	0	0.0714285714285714	0.0178571428571429	0	0.0535714285714286	0	0	0	0	0.107142857142857	0.0892857142857143	0.0535714285714286	0.0357142857142857	0	0.0178571428571429	0.0178571428571429	0	0	0	0	0	0	0	0	0	0.0357142857142857	0	0.0178571428571429	0	0	0.0178571428571429	0	0	0	0	0.0178571428571429	0.0178571428571429	0	0	0	0	0	0	0	0	0	0	0	0.0178571428571429	0.0178571428571429	0	0	0	0	0	0	0	0.0357142857142857	0	0.0178571428571429	0	0	0	0	0	0	0	0.0178571428571429	0.0178571428571429	0	0	0	0	0.0357142857142857	0.0178571428571429	0.0357142857142857	0.0535714285714286	0	0	0.0178571428571429	0	0.0535714285714286	0.0357142857142857	0.0178571428571429	0.0357142857142857	0	0	0	0	Orthopox_96	Orthopox_96N126.N127
Orthopox_96N126.S160	0	0	0	0.00813008130081301	0.00813008130081301	0	0	0	0.016260162601626	0	0.016260162601626	0	0	0	0	0	0.016260162601626	0.00813008130081301	0.016260162601626	0.016260162601626	0	0.00813008130081301	0.00813008130081301	0	0	0	0.00813008130081301	0	0	0	0	0	0.024390243902439	0	0.032520325203252	0.032520325203252	0	0	0.00813008130081301	0	0	0.016260162601626	0.00813008130081301	0.016260162601626	0	0.00813008130081301	0.00813008130081301	0.00813008130081301	0.00813008130081301	0.00813008130081301	0.032520325203252	0	0	0	0	0	0.040650406504065	0	0.040650406504065	0.016260162601626	0	0.00813008130081301	0	0	0.00813008130081301	0	0	0.024390243902439	0	0.00813008130081301	0	0.016260162601626	0.00813008130081301	0	0.00813008130081301	0	0	0	0	0	0.121951219512195	0.040650406504065	0.0894308943089431	0.0975609756097561	0.00813008130081301	0	0	0	0.016260162601626	0.00813008130081301	0.016260162601626	0.0813008130081301	0	0	0	0	Orthopox_suspect	Orthopox_96N126.S160
Orthopox_96N127.N128	0	0	0.0222222222222222	0	0	0.0222222222222222	0	0	0.0222222222222222	0	0.0888888888888889	0	0	0	0.0222222222222222	0.0222222222222222	0.0444444444444444	0	0.0222222222222222	0.0222222222222222	0	0	0	0	0	0	0	0.0222222222222222	0	0	0	0	0.0222222222222222	0	0	0.0222222222222222	0.0222222222222222	0	0.0222222222222222	0	0	0.0222222222222222	0.0222222222222222	0.0444444444444444	0	0	0.0222222222222222	0.0222222222222222	0	0	0.0222222222222222	0	0	0	0	0	0.0222222222222222	0	0	0	0	0	0	0	0.0444444444444444	0.0444444444444444	0.0222222222222222	0	0.0222222222222222	0	0	0	0	0	0.0444444444444444	0	0	0	0	0	0	0	0	0.133333333333333	0	0	0.0222222222222222	0	0.0666666666666667	0	0	0	0	0.0222222222222222	0	0	Orthopox_96	Orthopox_96N127.N128
Orthopox_96N127.S151	0	0	0.00847457627118644	0.00847457627118644	0	0	0	0	0.0338983050847458	0.00847457627118644	0.0593220338983051	0.0169491525423729	0	0	0.00847457627118644	0	0.0254237288135593	0	0.0254237288135593	0.0169491525423729	0.00847457627118644	0	0	0.00847457627118644	0	0	0.00847457627118644	0	0	0.00847457627118644	0.00847457627118644	0	0.0254237288135593	0.0169491525423729	0	0.00847457627118644	0.00847457627118644	0	0.00847457627118644	0	0.00847457627118644	0	0.0169491525423729	0.0169491525423729	0.0169491525423729	0	0.0338983050847458	0.0169491525423729	0	0	0.00847457627118644	0.0169491525423729	0	0	0	0	0.0254237288135593	0	0.0423728813559322	0	0.00847457627118644	0	0	0	0	0	0.0169491525423729	0.0254237288135593	0	0	0	0.00847457627118644	0	0.00847457627118644	0	0.00847457627118644	0	0	0	0	0.076271186440678	0.00847457627118644	0.0677966101694915	0.144067796610169	0	0	0.00847457627118644	0	0.0169491525423729	0.00847457627118644	0.0338983050847458	0.0338983050847458	0	0	0	0	Orthopox_96	Orthopox_96N127.S151
Orthopox_96N128.S155	0	0	0.00909090909090909	0	0	0	0	0	0.0181818181818182	0.00909090909090909	0.0272727272727273	0.0181818181818182	0	0	0	0	0.0272727272727273	0.00909090909090909	0.0909090909090909	0	0.00909090909090909	0	0.00909090909090909	0	0.00909090909090909	0	0.0181818181818182	0.00909090909090909	0	0	0	0	0.0272727272727273	0	0.0272727272727273	0.00909090909090909	0.0181818181818182	0	0	0	0.00909090909090909	0.00909090909090909	0.0181818181818182	0	0.00909090909090909	0	0.00909090909090909	0.0181818181818182	0.00909090909090909	0.00909090909090909	0.00909090909090909	0.00909090909090909	0	0	0	0	0.00909090909090909	0	0.0272727272727273	0	0	0.00909090909090909	0	0	0.0181818181818182	0.0363636363636364	0.0181818181818182	0	0.00909090909090909	0	0	0	0.00909090909090909	0.00909090909090909	0.00909090909090909	0.00909090909090909	0	0.00909090909090909	0	0	0.0727272727272727	0.0181818181818182	0.0727272727272727	0.109090909090909	0	0	0	0	0.0272727272727273	0	0.00909090909090909	0.0545454545454545	0	0.00909090909090909	0	0	Orthopox_suspect	Orthopox_96N128.S155
Orthopox_96N129.S159	0	0	0.0153846153846154	0	0	0	0	0	0	0.0153846153846154	0.0461538461538462	0.0230769230769231	0	0	0	0	0.0461538461538462	0	0.0692307692307692	0.0153846153846154	0	0	0.00769230769230769	0.0153846153846154	0.00769230769230769	0	0.00769230769230769	0	0	0	0	0	0.00769230769230769	0	0.0230769230769231	0.0230769230769231	0.00769230769230769	0	0.00769230769230769	0.00769230769230769	0.0153846153846154	0.0153846153846154	0.0153846153846154	0	0.00769230769230769	0	0	0	0	0	0	0.00769230769230769	0	0	0	0	0.0461538461538462	0.00769230769230769	0.0230769230769231	0	0	0	0.00769230769230769	0.00769230769230769	0.0307692307692308	0.00769230769230769	0.0153846153846154	0.0153846153846154	0.00769230769230769	0	0.00769230769230769	0	0.00769230769230769	0	0.0153846153846154	0.0153846153846154	0	0	0	0	0.0538461538461538	0.0307692307692308	0.0615384615384615	0.0923076923076923	0.00769230769230769	0	0	0.00769230769230769	0.00769230769230769	0.00769230769230769	0.0307692307692308	0.0461538461538462	0.00769230769230769	0.00769230769230769	0.0153846153846154	0	Orthopox_suspect	Orthopox_96N129.S159
Orthopox_96N13.N14	0.0091324200913242	0.0045662100456621	0.0182648401826484	0.0045662100456621	0	0	0	0	0.0319634703196347	0.0045662100456621	0.0410958904109589	0.0182648401826484	0	0	0	0	0.045662100456621	0.0136986301369863	0.0730593607305936	0.0319634703196347	0	0.0045662100456621	0.0045662100456621	0.0045662100456621	0.0136986301369863	0	0.0182648401826484	0.0045662100456621	0	0	0.0045662100456621	0.0045662100456621	0.0273972602739726	0.0045662100456621	0.0136986301369863	0.0182648401826484	0.0045662100456621	0.0091324200913242	0.0136986301369863	0	0.0136986301369863	0	0.0136986301369863	0.0091324200913242	0.0091324200913242	0.0182648401826484	0.0091324200913242	0.0091324200913242	0.0045662100456621	0	0	0.0091324200913242	0	0	0	0.0045662100456621	0.0182648401826484	0.0136986301369863	0.0136986301369863	0.0136986301369863	0.0091324200913242	0	0.0091324200913242	0.0045662100456621	0.0228310502283105	0.0045662100456621	0.0365296803652968	0.0182648401826484	0.0136986301369863	0.0091324200913242	0.0045662100456621	0	0	0	0.0091324200913242	0.0091324200913242	0.0045662100456621	0.0045662100456621	0	0.0091324200913242	0.0319634703196347	0.0045662100456621	0.0273972602739726	0.0136986301369863	0	0.0136986301369863	0.0091324200913242	0	0.0182648401826484	0.0045662100456621	0.0319634703196347	0.0319634703196347	0.0091324200913242	0.0045662100456621	0.0136986301369863	0.0091324200913242	Orthopox_96	Orthopox_96N13.N14
Orthopox_96N13.N198	0	0.00271739130434783	0.0135869565217391	0	0.00271739130434783	0	0	0	0.0516304347826087	0.0108695652173913	0.0706521739130435	0.0244565217391304	0.00271739130434783	0.00271739130434783	0.00543478260869565	0.00815217391304348	0.0190217391304348	0.0135869565217391	0.0326086956521739	0.00815217391304348	0.00271739130434783	0	0.00543478260869565	0.00543478260869565	0.0217391304347826	0.00543478260869565	0.0190217391304348	0.00543478260869565	0	0	0.00543478260869565	0.00271739130434783	0.0298913043478261	0.00543478260869565	0.0407608695652174	0.00543478260869565	0.00271739130434783	0.0135869565217391	0.00271739130434783	0	0.0244565217391304	0.0217391304347826	0.0271739130434783	0.00815217391304348	0.0108695652173913	0.00815217391304348	0.0217391304347826	0.00543478260869565	0.00543478260869565	0	0.00815217391304348	0	0	0	0	0	0.00815217391304348	0.00815217391304348	0.0190217391304348	0.0190217391304348	0.00543478260869565	0.00543478260869565	0	0	0.0217391304347826	0.0108695652173913	0.0298913043478261	0.00543478260869565	0.00271739130434783	0	0	0.00543478260869565	0	0.00271739130434783	0.0108695652173913	0.00815217391304348	0.00815217391304348	0	0	0	0.0271739130434783	0.00815217391304348	0.016304347826087	0.0326086956521739	0.00815217391304348	0.00815217391304348	0.00815217391304348	0.00543478260869565	0.0543478260869565	0.00271739130434783	0.0298913043478261	0.0353260869565217	0	0	0.00543478260869565	0.00271739130434783	Orthopox_96	Orthopox_96N13.N198
Orthopox_96N130.N131	0	0	0.0256410256410256	0	0	0	0	0	0	0.0256410256410256	0.0769230769230769	0.0256410256410256	0	0	0	0	0	0	0.0769230769230769	0.0512820512820513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0256410256410256	0	0	0	0	0	0.0256410256410256	0	0.0256410256410256	0	0	0	0.0256410256410256	0.0512820512820513	0	0	0.0256410256410256	0	0	0	0	0.0256410256410256	0	0.0256410256410256	0	0	0.0256410256410256	0	0	0.0769230769230769	0	0	0	0	0	0	0	0	0.0256410256410256	0	0.0256410256410256	0	0	0	0	0.0256410256410256	0	0.0256410256410256	0	0	0	0	0	0.0256410256410256	0	0.128205128205128	0.128205128205128	0	0	0	0	Orthopox_96	Orthopox_96N130.N131
Orthopox_96N132.N133	0	0.0078740157480315	0	0	0	0	0	0	0.0236220472440945	0	0.031496062992126	0.0236220472440945	0	0	0	0.0078740157480315	0.0393700787401575	0.015748031496063	0.0551181102362205	0.015748031496063	0	0	0	0	0	0.0078740157480315	0.015748031496063	0.0078740157480315	0.0078740157480315	0	0	0	0	0.0078740157480315	0.015748031496063	0.0236220472440945	0.015748031496063	0	0.0078740157480315	0	0.0393700787401575	0	0.031496062992126	0.015748031496063	0.0078740157480315	0	0.015748031496063	0.015748031496063	0.0078740157480315	0	0	0	0	0	0	0.0078740157480315	0.0078740157480315	0.015748031496063	0.031496062992126	0.015748031496063	0	0	0.0078740157480315	0	0.0236220472440945	0.0078740157480315	0.015748031496063	0	0	0	0	0	0	0	0.0078740157480315	0	0	0.0078740157480315	0	0	0.0551181102362205	0.0236220472440945	0.015748031496063	0.110236220472441	0	0.0078740157480315	0.0078740157480315	0.0078740157480315	0.0236220472440945	0.0236220472440945	0.031496062992126	0.0551181102362205	0	0.0078740157480315	0.0078740157480315	0.0078740157480315	Orthopox_96	Orthopox_96N132.N133
Orthopox_96N132.S133	0.00892857142857143	0.00892857142857143	0.00892857142857143	0	0	0	0	0	0.0357142857142857	0.0267857142857143	0.0357142857142857	0.0267857142857143	0	0	0.00892857142857143	0	0.0267857142857143	0.00892857142857143	0.0535714285714286	0.00892857142857143	0	0	0	0	0.00892857142857143	0	0.00892857142857143	0.0178571428571429	0	0	0	0	0.0357142857142857	0.00892857142857143	0.0267857142857143	0.0178571428571429	0	0.00892857142857143	0.00892857142857143	0	0.00892857142857143	0	0.0178571428571429	0	0.00892857142857143	0.00892857142857143	0	0	0.00892857142857143	0	0.0178571428571429	0.00892857142857143	0	0	0	0	0.0267857142857143	0.00892857142857143	0.0178571428571429	0.00892857142857143	0	0	0	0	0.0357142857142857	0.00892857142857143	0.00892857142857143	0.00892857142857143	0	0	0	0.00892857142857143	0	0	0	0.00892857142857143	0	0	0	0	0.0803571428571429	0.0178571428571429	0.0535714285714286	0.0982142857142857	0	0	0	0.00892857142857143	0.0267857142857143	0	0.0357142857142857	0.0535714285714286	0	0	0	0	Orthopox_suspect	Orthopox_96N132.S133
Orthopox_96N137.N138	0	0	0	0	0	0	0	0	0.0256410256410256	0	0.0769230769230769	0.0256410256410256	0.0256410256410256	0	0	0.0256410256410256	0.0256410256410256	0	0.0256410256410256	0.0256410256410256	0	0	0	0.0256410256410256	0	0	0	0.0256410256410256	0	0	0	0	0.0512820512820513	0	0.0256410256410256	0.0512820512820513	0	0	0	0	0	0	0	0	0	0	0	0	0.0512820512820513	0	0	0	0	0	0	0.0256410256410256	0.0256410256410256	0.0256410256410256	0.0512820512820513	0	0	0	0	0	0	0	0.0256410256410256	0.0256410256410256	0	0	0	0	0	0	0	0	0	0	0	0	0.0769230769230769	0	0.0256410256410256	0.0769230769230769	0	0	0	0	0.0256410256410256	0	0.0512820512820513	0.0769230769230769	0	0	0	0	Orthopox_96	Orthopox_96N137.N138
Orthopox_96N137.S145	0	0.0072463768115942	0.0217391304347826	0.0072463768115942	0	0	0	0.0072463768115942	0.0217391304347826	0.0289855072463768	0.036231884057971	0.0072463768115942	0.0072463768115942	0	0	0	0.036231884057971	0.0072463768115942	0.0434782608695652	0.0217391304347826	0.0072463768115942	0	0	0	0	0	0.0144927536231884	0.0072463768115942	0	0	0	0	0.0144927536231884	0.0217391304347826	0.0144927536231884	0.0144927536231884	0.0144927536231884	0	0.0072463768115942	0.0072463768115942	0.0072463768115942	0.0144927536231884	0.0144927536231884	0	0.0144927536231884	0	0.0144927536231884	0.0072463768115942	0	0	0.0144927536231884	0.0144927536231884	0	0	0	0	0.0289855072463768	0.0144927536231884	0	0.0217391304347826	0	0.0072463768115942	0	0.0072463768115942	0.0072463768115942	0	0.0072463768115942	0	0.0072463768115942	0	0	0.0072463768115942	0	0	0.0072463768115942	0	0.0072463768115942	0	0	0.0072463768115942	0.0797101449275362	0.0144927536231884	0.0579710144927536	0.0579710144927536	0.0072463768115942	0	0.0072463768115942	0	0.0579710144927536	0.0144927536231884	0.0217391304347826	0.0579710144927536	0.0072463768115942	0.0072463768115942	0	0	Orthopox_suspect	Orthopox_96N137.S145
Orthopox_96N138.S146	0	0.00719424460431655	0.00719424460431655	0.00719424460431655	0	0	0	0	0.0143884892086331	0.0143884892086331	0.0647482014388489	0.0359712230215827	0	0.00719424460431655	0.00719424460431655	0.00719424460431655	0.00719424460431655	0.0143884892086331	0.0431654676258993	0.0215827338129496	0.00719424460431655	0.0143884892086331	0	0.00719424460431655	0.00719424460431655	0	0.0143884892086331	0	0	0	0.0143884892086331	0	0.0287769784172662	0.00719424460431655	0.0575539568345324	0	0.00719424460431655	0	0.00719424460431655	0	0.0287769784172662	0	0.0143884892086331	0.00719424460431655	0.0215827338129496	0	0.00719424460431655	0.00719424460431655	0.00719424460431655	0.00719424460431655	0.00719424460431655	0.00719424460431655	0	0	0	0	0.0143884892086331	0.00719424460431655	0.0359712230215827	0.0143884892086331	0	0	0.00719424460431655	0	0.00719424460431655	0	0.0215827338129496	0.00719424460431655	0	0	0	0.00719424460431655	0.00719424460431655	0.00719424460431655	0.0143884892086331	0.00719424460431655	0.00719424460431655	0	0	0	0.0359712230215827	0.0143884892086331	0.0431654676258993	0.100719424460432	0	0	0	0	0.00719424460431655	0	0.0143884892086331	0.0575539568345324	0.00719424460431655	0	0.00719424460431655	0	Orthopox_96	Orthopox_96N138.S146
Orthopox_96N138.S215	0	0	0.010989010989011	0	0	0	0	0	0.032967032967033	0.010989010989011	0.0769230769230769	0.010989010989011	0.010989010989011	0.010989010989011	0	0	0.043956043956044	0.021978021978022	0.043956043956044	0.021978021978022	0.021978021978022	0	0	0.010989010989011	0.010989010989011	0	0.010989010989011	0	0	0	0	0	0.010989010989011	0.010989010989011	0	0.021978021978022	0	0	0	0	0.010989010989011	0.010989010989011	0.010989010989011	0.010989010989011	0.010989010989011	0	0.010989010989011	0.010989010989011	0.021978021978022	0	0.010989010989011	0	0	0	0	0	0.021978021978022	0	0.021978021978022	0.010989010989011	0	0	0	0	0.032967032967033	0.021978021978022	0.010989010989011	0	0.010989010989011	0	0	0	0	0.021978021978022	0	0	0	0	0	0	0.0769230769230769	0.010989010989011	0.032967032967033	0.0989010989010989	0	0	0	0	0.0659340659340659	0.010989010989011	0	0.032967032967033	0	0	0	0.010989010989011	Orthopox_96	Orthopox_96N138.S215
Orthopox_96N139.S213	0	0.00943396226415094	0	0.00943396226415094	0	0	0	0	0.0377358490566038	0.00943396226415094	0.0566037735849057	0.0377358490566038	0	0	0	0.00943396226415094	0	0.0188679245283019	0.0377358490566038	0.0283018867924528	0	0	0	0	0.00943396226415094	0	0.0188679245283019	0.00943396226415094	0	0	0.00943396226415094	0	0.0188679245283019	0.00943396226415094	0.0283018867924528	0.00943396226415094	0.00943396226415094	0	0.00943396226415094	0	0.0188679245283019	0	0.0471698113207547	0	0.00943396226415094	0	0	0	0.0188679245283019	0	0.00943396226415094	0	0	0	0	0.00943396226415094	0.0283018867924528	0.00943396226415094	0.00943396226415094	0	0	0	0	0	0.00943396226415094	0	0.0283018867924528	0.00943396226415094	0	0	0	0.00943396226415094	0.0188679245283019	0.0188679245283019	0.00943396226415094	0.00943396226415094	0	0	0	0	0.0566037735849057	0.0188679245283019	0.0566037735849057	0.0566037735849057	0	0	0	0.00943396226415094	0.0377358490566038	0	0.0188679245283019	0.0754716981132075	0	0	0	0.00943396226415094	Orthopox_96	Orthopox_96N139.S213
Orthopox_96N139.S214	0	0	0.00952380952380952	0	0	0	0	0	0.0571428571428571	0.00952380952380952	0.0571428571428571	0.019047619047619	0	0	0	0	0.019047619047619	0.019047619047619	0.019047619047619	0.019047619047619	0	0.019047619047619	0	0	0	0	0.00952380952380952	0	0	0.00952380952380952	0	0	0.0380952380952381	0	0.019047619047619	0.0285714285714286	0.00952380952380952	0	0	0.00952380952380952	0.00952380952380952	0	0.00952380952380952	0	0.00952380952380952	0.00952380952380952	0	0.00952380952380952	0.00952380952380952	0.00952380952380952	0	0	0	0	0	0	0.0285714285714286	0	0.0285714285714286	0.0285714285714286	0.00952380952380952	0.00952380952380952	0.00952380952380952	0.00952380952380952	0.0380952380952381	0	0.0285714285714286	0.00952380952380952	0.00952380952380952	0	0	0	0	0	0.00952380952380952	0	0	0	0	0	0.0666666666666667	0.00952380952380952	0.0380952380952381	0.104761904761905	0.00952380952380952	0	0	0	0.019047619047619	0	0.0285714285714286	0.0380952380952381	0.019047619047619	0	0.00952380952380952	0	Orthopox_96	Orthopox_96N139.S214
Orthopox_96N14.N15.1	0	0.00194174757281553	0.0058252427184466	0.00388349514563107	0.00194174757281553	0	0	0	0.0349514563106796	0.0135922330097087	0.0718446601941748	0.0213592233009709	0.00388349514563107	0.00194174757281553	0.0058252427184466	0.00194174757281553	0.0213592233009709	0.00970873786407767	0.0330097087378641	0.0194174757281553	0.00194174757281553	0.00776699029126214	0.00388349514563107	0.00388349514563107	0.0058252427184466	0.00388349514563107	0.0252427184466019	0.0058252427184466	0	0.00194174757281553	0.00388349514563107	0	0.029126213592233	0.00194174757281553	0.0310679611650485	0.00970873786407767	0.00776699029126214	0.00776699029126214	0.00970873786407767	0.00194174757281553	0.0174757281553398	0.0116504854368932	0.0213592233009709	0.0116504854368932	0.00970873786407767	0.0116504854368932	0.00776699029126214	0.00388349514563107	0.00776699029126214	0.00194174757281553	0.0135922330097087	0.00388349514563107	0	0.00194174757281553	0.00194174757281553	0.00194174757281553	0.0271844660194175	0.0155339805825243	0.0252427184466019	0.00388349514563107	0.0058252427184466	0.00194174757281553	0.00194174757281553	0.00194174757281553	0.00776699029126214	0.00194174757281553	0.0252427184466019	0.0233009708737864	0.00194174757281553	0	0.00388349514563107	0.00194174757281553	0.00388349514563107	0.00194174757281553	0.0310679611650485	0.0135922330097087	0	0	0	0	0.0330097087378641	0.00970873786407767	0.0271844660194175	0.0485436893203883	0.0116504854368932	0.00194174757281553	0.0135922330097087	0.00388349514563107	0.0252427184466019	0.0116504854368932	0.0330097087378641	0.0194174757281553	0	0.00970873786407767	0.0058252427184466	0.00194174757281553	Orthopox_96	Orthopox_96N14.N15.1
Orthopox_96N14.N98	0.00392156862745098	0	0.0156862745098039	0.0235294117647059	0	0.00392156862745098	0	0.00392156862745098	0.0352941176470588	0.00392156862745098	0.0431372549019608	0.0313725490196078	0.00784313725490196	0	0	0.0117647058823529	0.0588235294117647	0.00392156862745098	0.0549019607843137	0.0235294117647059	0.0117647058823529	0.00392156862745098	0.00392156862745098	0.00784313725490196	0	0	0.0196078431372549	0.00392156862745098	0	0	0	0	0.0156862745098039	0.0117647058823529	0.0156862745098039	0.0117647058823529	0.00784313725490196	0.00392156862745098	0.00784313725490196	0	0.0235294117647059	0.00784313725490196	0.0392156862745098	0.00784313725490196	0.0156862745098039	0.0156862745098039	0.0196078431372549	0	0.00392156862745098	0.00392156862745098	0	0	0	0	0.00392156862745098	0	0.0196078431372549	0.00392156862745098	0.0117647058823529	0.0156862745098039	0	0	0.00392156862745098	0	0.0470588235294118	0.00784313725490196	0.0392156862745098	0.0117647058823529	0	0	0.00392156862745098	0.0156862745098039	0	0	0.0117647058823529	0.0117647058823529	0	0	0	0	0.0274509803921569	0.00784313725490196	0.0156862745098039	0.0313725490196078	0.00392156862745098	0.00392156862745098	0.0196078431372549	0.00784313725490196	0.0156862745098039	0.0117647058823529	0.0392156862745098	0.00784313725490196	0	0.00392156862745098	0.00392156862745098	0.00392156862745098	Orthopox_96	Orthopox_96N14.N98
Orthopox_96N140.N146	0	0	0	0	0	0	0	0	0.0303030303030303	0	0.0606060606060606	0.0303030303030303	0	0	0	0	0	0.0303030303030303	0	0	0	0	0	0	0	0	0.0303030303030303	0	0	0	0	0	0.0303030303030303	0.0303030303030303	0.0303030303030303	0.0303030303030303	0.0303030303030303	0	0	0	0.0303030303030303	0	0.0606060606060606	0.0303030303030303	0	0	0.0303030303030303	0.0303030303030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0303030303030303	0	0	0	0	0	0	0	0	0.0303030303030303	0	0	0	0	0	0	0.121212121212121	0	0.0606060606060606	0.121212121212121	0	0	0	0	0.0303030303030303	0	0.0303030303030303	0.0606060606060606	0	0	0	0	Orthopox_96	Orthopox_96N140.N146
Orthopox_96N141.N145	0	0	0	0	0.0277777777777778	0	0.0277777777777778	0	0.0277777777777778	0	0.0277777777777778	0	0	0	0	0	0.0277777777777778	0	0.0277777777777778	0.0277777777777778	0.0277777777777778	0	0.0277777777777778	0	0	0	0	0	0	0	0	0	0.0277777777777778	0	0	0.0277777777777778	0	0	0	0	0.0277777777777778	0	0	0	0	0	0	0	0	0	0.0277777777777778	0	0	0	0	0	0.0833333333333333	0	0	0	0	0	0	0	0.0277777777777778	0	0.0277777777777778	0.0277777777777778	0	0	0	0.0277777777777778	0	0	0.0277777777777778	0	0	0	0	0	0.138888888888889	0	0.0555555555555556	0.138888888888889	0	0	0	0	0.0277777777777778	0	0.0277777777777778	0.0277777777777778	0	0	0	0	Orthopox_96	Orthopox_96N141.N145
Orthopox_96N142.N143	0	0.0571428571428571	0	0	0	0	0	0	0.0285714285714286	0	0.0285714285714286	0	0	0	0	0	0.0285714285714286	0.0285714285714286	0.0285714285714286	0.0285714285714286	0	0	0	0	0	0	0.0285714285714286	0	0	0	0	0	0.0571428571428571	0	0.0285714285714286	0.0285714285714286	0.0285714285714286	0	0	0	0	0	0.0857142857142857	0	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0571428571428571	0.0285714285714286	0	0	0	0	0.0857142857142857	0	0.0285714285714286	0	0	0	0	0	0	0	0.0571428571428571	0	0	0	0	0	0.0285714285714286	0.0285714285714286	0.0285714285714286	0.0285714285714286	0.0285714285714286	0	0	0	0.0285714285714286	0	0.0285714285714286	0.0285714285714286	0	0	0	0	Orthopox_96	Orthopox_96N142.N143
Orthopox_96N142.N144	0	0	0	0	0	0	0	0	0.0256410256410256	0.0512820512820513	0.0512820512820513	0.0256410256410256	0.0256410256410256	0	0.0256410256410256	0	0.0769230769230769	0	0.0512820512820513	0	0.0256410256410256	0	0	0	0	0	0	0	0	0	0.0256410256410256	0	0	0.0256410256410256	0.0256410256410256	0.0769230769230769	0	0	0	0	0.0256410256410256	0	0.0256410256410256	0	0.0256410256410256	0	0	0	0.0256410256410256	0	0	0	0	0	0	0	0.0256410256410256	0	0	0	0	0	0	0	0.0769230769230769	0	0	0	0	0	0	0	0	0	0.0256410256410256	0	0	0	0	0	0.0256410256410256	0	0	0.0512820512820513	0	0.0256410256410256	0.0256410256410256	0	0	0	0	0.102564102564103	0	0	0	0.0256410256410256	Orthopox_96	Orthopox_96N142.N144
Orthopox_96N143.S150	0.0075187969924812	0	0.0150375939849624	0	0.0075187969924812	0	0	0	0.0225563909774436	0.0150375939849624	0.037593984962406	0.0150375939849624	0	0	0	0	0.037593984962406	0.0150375939849624	0.0300751879699248	0.0150375939849624	0	0.0075187969924812	0.0075187969924812	0	0	0	0.0150375939849624	0.0075187969924812	0	0	0.0075187969924812	0	0.0150375939849624	0	0.0225563909774436	0.0075187969924812	0	0	0.0075187969924812	0.0075187969924812	0.0075187969924812	0	0.0225563909774436	0.0150375939849624	0	0.0150375939849624	0.0075187969924812	0	0	0.0150375939849624	0.0075187969924812	0.0075187969924812	0	0	0	0	0.0225563909774436	0.0075187969924812	0.0300751879699248	0.0300751879699248	0	0	0	0	0.0300751879699248	0	0.0075187969924812	0.0150375939849624	0.0075187969924812	0.0150375939849624	0	0	0.0075187969924812	0	0	0.0225563909774436	0	0	0	0	0.0902255639097744	0.0300751879699248	0.0526315789473684	0.075187969924812	0	0	0	0	0.037593984962406	0.0150375939849624	0.037593984962406	0.037593984962406	0.0075187969924812	0	0	0	Orthopox_suspect	Orthopox_96N143.S150
